[Ba+2],[Li+],O=C[O-],[NH4+],[K+],O,O=S=O,O=S(=O)[O-],n[n-]n,[Br-],F[Sb-](F)(F)(F)(F)F,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,O[B-](O)(O)O,F[As-](F)(F)(F)(F)F,O[P-](O)(O)(O)(O)O,O=[N+]([O-])[O-],F[B-](F)F,F[P-](F)(F)(F)(F)F,F[B-](F)(F)F,O=S(=O)NS(=O)=O,[Na+],N,[O-][Cl+3]([O-])([O-])[O-],[Y+3],O=S(=O)[N-]S(=O)(=O)F,[La+3],[Cl-],[n+],N#C[N-]C#N,O=S(=O)[N-]S(=O)=O,[Cu+],O=S(=O)(F)[N-]S(=O)(=O)F,O=C1O[B-](F)(F)OC1=O,F,N#C[S-],[Ca+2],O=CO[B-](O)(O)OC=O,C#N,n,[Pb+2],[n-],[B-],[N+]
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
