S,o,O=[N+][O-],OB(O)O,Cl,F[Si],nnn,NC(N)=S,C=O,O,O=S=O,NC=O,O[Si],C=C,NS(=O)=O,[Si]O[Si],NC(N)=O,O=S(O)O,O=C(O)O,O[Si](O)O,C=CS(=O)=O,F[Si]F,O=CC(=O)O,[Si]O[Si]O[Si],O=P(O)O,OB(O)B(O)O,O=S,OBO,O[Si]O,O=S(=O)F,OCO,OC(O)O,O=S(=O)[N-]S(=O)=O,F,[Si],C#N,O=CO,NC(O)=S,C=CC#N,n,[N+],O=P(O)(O)O
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
