solv_comb_sm,salt_sm,conductivity_log
CC1COC(=O)O1.O=C1OCCO1,F[P-](F)(F)(F)(F)F.[Li+],0.0982975364031791
CC1COC(=O)O1.O=C1OCCO1,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,0.221848749717985
CCOC(=O)OC.COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+],-0.221125527803161
O=C1OCCO1,F[P-](F)(F)(F)(F)F.[Li+],0.844477175638967
CC1COC(=O)O1.CCOC(=O)OCC,F[P-](F)(F)(F)(F)F.[Li+],-0.990015780930748
COCCOCCOCCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],-0.14206473541208
CCOCCOCCF,F[P-](F)(F)(F)(F)F.[Li+],0.716003343813997
O=C1CCCO1,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],0.913548957821486
COC(=O)OC,F[B-](F)(F)F.[Li+],-0.0830199524793389
O=C1OCCC1F,[Li+].[O-][Cl+3]([O-])([O-])[O-],0.662757831466577
CC1COC(=O)O1,F[As-](F)(F)(F)(F)F.[Li+],-1.8529470958453
CC1COC(=O)O1.CCOC(=O)OCC,F[P-](F)(F)(F)(F)F.[Li+],0.08126195317138
CC1COC(=O)O1.O=C1OCCO1,CC[N+](CC)(CC)CC.F[B-](F)(F)F,0.273446474102414
O=C1OCCO1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],-2.67778070515631
CC1COC(=O)O1.CCOC(=O)OC.COC(=O)OC,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],0.372645823865854
CCOC(=O)OC.O=C1OCCO1,F[P-](F)(F)(F)(F)F.[Li+],0.825491029965995
CC1COC(=O)O1.CCOC(=O)OCC,F[P-](F)(F)(F)(F)F.[Li+],0.436497703845162
CC1COC(=O)O1.CCOC(=O)OCC,F[P-](F)(F)(F)(F)F.[Li+],0.888123307243737
CC1COC(=O)O1.O=C1OCCO1,F[P-](F)(F)(F)(F)F.[Li+],0.473868106034343
O=C1CCCO1,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,-1.38456499249483
COC(=O)OC.O=C1OCCO1,F[P-](F)(F)(F)(F)F.[Li+],1.00156065285791
COCCOC,F[P-](F)(F)(F)(F)F.[Li+],0.651490742541639
CCOC(=O)OC.FC(F)C(F)(F)COC(F)(F)C(F)F.O=C1OCC(CC(F)(C(F)(F)F)C(F)(F)F)O1,F[P-](F)(F)(F)(F)F.[Li+],0.623249290272249
N#CCC#N.O=C1OCCO1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.698970004147491
COCCOC.FC(F)(F)COCCOCC(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.817565369344145
CC1COC(=O)O1.CCOC(=O)OCC,F[P-](F)(F)(F)(F)F.[Li+],0.325104982776824
CC(F)OC(=O)OCC(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],-1.00000000000259
CC1COC(=O)O1.O=C1OCCO1,CC[N+](CC)(CC)CC.F[B-](F)(F)F,1.23570594748368
CN(C)S(C)(=O)=O,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],1.16161616139105
CC1COC(=O)O1.CCOC(=O)OCC,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,0.355387658197662
CC1COC(=O)O1,CC[N+](CC)(CC)CC.F[B-](F)(F)F,0.404835280066851
CC1COC(=O)O1.CCOC(=O)OCC,F[P-](F)(F)(F)(F)F.[Li+],0.744762237112439
CC1COC(=O)O1,[Li+].[O-][Cl+3]([O-])([O-])[O-],-0.91395871640234
CC1COC(=O)O1,[Li+].[O-][Cl+3]([O-])([O-])[O-],-1.24495255429303
CCOC(=O)OCC.O=C1OCCO1,O=C1O[B-](F)(F)OC1=O.[Li+],0.51348395661791
CC1COC(=O)O1.CCOC(=O)OCC,F[P-](F)(F)(F)(F)F.[Li+],-0.0819953649376328
CCC#N.COC(=O)OC.O=C1OCCO1,F[P-](F)(F)(F)(F)F.[Li+],1.00860017163587
CC1COC(=O)O1.CCOC(=O)OCC,CC[N+](CC)(CC)CC.F[B-](F)(F)F,0.580204084993377
CC1COC(=O)O1.CCOC(=O)OCC,F[P-](F)(F)(F)(F)F.[Li+],0.151360962103172
COC(=O)OC.O=C1OCCO1,F[P-](F)(F)(F)(F)F.[Li+],1.06707085591575
COC(=O)OCCC(F)(F)F,F[P-](F)(F)(F)(F)F.[Li+],-0.0649968487398641
COC(=O)OCF,F[B-](F)(F)F.[Li+],-0.371611069924621
CC1COC(=O)O1.CCOC(=O)OCC,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,0.920818753865477
CC1COC(=O)O1.O=C1OCCO1,F[B-](F)(F)F.[Li+],0.724374584059862
CC1CCCO1.O=C1CCCO1,F[B-](F)(F)F.[Li+],-1.44490555120979
N#CCCCC#N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.869818207845567
CCOC(=O)OC,F[P-](F)(F)(F)(F)F.[Li+],0.525563058095907
CC1COC(=O)O1.CCOC(=O)OC.COC(=O)OC,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],0.166885780321081
CC1COC(=O)O1.CCOC(=O)OC.COC(=O)OC,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],0.299956178862392
CC1COC(=O)O1.CCOC(=O)OCC,F[P-](F)(F)(F)(F)F.[Li+],0.100168861381835
O=C1CCCO1,CC[N+](CC)(CC)CC.[O-][Cl+3]([O-])([O-])[O-],-0.661053448418176
CC1COC(=O)O1,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],0.680096033699133
C1CCOC1.O=C1OCCO1,F[B-](F)(F)F.[Li+],0.372454323451237
CC1COC(=O)O1.CCOC(=O)OCC,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],0.371251405475077
CC1COC(=O)O1.COCCOC,O=S(=O)([O-])C(F)(F)F.[Li+],-0.964361946386379
CC1COC(=O)O1,CC[N+](CC)(CC)CC.F[B-](F)(F)F,0.98221067698272
C1CCOC1.O=C1OCCO1,[Li+].c1ccc2c(c1)O[P-]13(O2)(Oc2ccccc2O1)Oc1ccccc1O3,0.571759452020132
CCOC(=O)OC.COC(C)=O.O=C1OCCO1,F[P-](F)(F)(F)(F)F.[Li+],1.01661554750891
CC1COC(=O)O1.CCOC(C)=O,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],0.77626396454944
CC1COC(=O)O1.CCOC(C)=O,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],0.994289383687033
CC1COC(=O)O1,CN(C)CCN(C)CCN(C)C.F[P-](F)(F)(F)(F)F.[Li+],0.847264101959095
CC1COC(=O)O1.CCOC(=O)OCC,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,0.34425514974966
CC1CCCO1.ClCCl.ClCCl.O=C1OCCO1,F[As-](F)(F)(F)(F)F.[Li+],0.212187604482708
CC1COC(=O)O1.O=C1OCCO1,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,1.04264425506129
COC(=O)OC.O=C1OCCO1,F[P-](F)(F)(F)(F)F.[Li+],0.952961334057275
O=C1OCCO1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],-3.63638801991569
CC1COC(=O)O1,F[P-](F)(F)(F)(F)F.[Li+],0.208275942313347
CC1COC(=O)O1.CCOC(=O)OCC,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],0.759479607646588
CC1COC(=O)O1.CCOC(=O)OCC,CC[N+](CC)(CC)CC.F[B-](F)(F)F,0.818037227258672
CC1COC(=O)O1,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,0.958225815720464
CCOC(=O)OC.COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F.[Li+],-0.673664138936563
O=C1CCCO1,F[B-](F)(F)F.[Li+],0.695744275368738
CCS(=O)(=O)CCOCCOCCOC,[Li+].[O-][Cl+3]([O-])([O-])[O-],-0.500312917209952
CC1COC(=O)O1.CCOC(=O)OC.COC(=O)OC,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],0.199474879081564
COCCOC.O=C1CCCO1,F[As-](F)(F)(F)(F)F.[Li+],-0.747146968958705
CCOC(=O)OC.COCCOCCOC.O=C1OCCO1,F[P-](F)(F)(F)(F)F.[Li+],1.02926199566347
CC1COC(=O)O1.COCCOC,F[B-](F)(F)F.[Li+],0.803322210166321
CCOC(=O)OC,[Li+].[O-][Cl+3]([O-])([O-])[O-],0.0791812461371091
C1COCO1.COCCOC,F[B-](F)(F)F.[Li+],0.497543632365973
CC1COC(=O)O1.O=C1OCCO1,CC[N+](CC)(CC)CC.F[B-](F)(F)F,0.604700087408931
CC1COC(=O)O1,N#Cc1cc2nc(C(F)(F)F)[n-]c2cc1C#N.[Li+],0.0094508958935817
CC1COC(=O)O1.CCOC(=O)OCC,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],0.264307188842542
CC1COC(=O)O1.O=C1OCCO1,F[P-](F)(F)(F)(F)F.[Li+],-0.176769722534225
CC1COC(=O)O1,F[P-](F)(F)(F)(F)F.[Li+],1.07773117985977
COCCOCCOC.COCCOCCOCCOC.O=S1(=O)CCCC1,F[As-](F)(F)(F)(F)F.[Li+],-0.366531544292501
CCOC(=O)OC,CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,0.0413926852432056
CCOC(=O)OC.COC(=O)OC.O=C1OCCO1,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],-0.432701843693633
CC1COC(=O)O1.CCOC(=O)OCC,F[P-](F)(F)(F)(F)F.[Li+],0.825880298967486
CCOC(C)=O.O=C1CCCO1,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],1.13452739920381
CC1COC(=O)O1.CCOC(=O)OCC,CC[N+](CC)(CC)CC.F[B-](F)(F)F,0.764088183039648
CCOC(=O)OC.COC(C)=O.O=C1OCCO1,F[P-](F)(F)(F)(F)F.[Li+],1.22916970261447
CC1COC(=O)O1.CCOC(=O)OCC,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],0.580690897404093
CC1COC(=O)O1.CCOC(=O)OCC,CC[N+](CC)(CC)CC.F[B-](F)(F)F,0.590586120850699
COC(=O)OC.COC(C)=O.O=C1OCCO1,F[P-](F)(F)(F)(F)F.[Li+],1.10991586316441
CCOC(=O)OC.O=C1OCCO1,F[P-](F)(F)(F)(F)F.[Li+],0.761175813364189
CCS(=O)(=O)C1CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.599883071944986
CC1COC(=O)O1.CCOC(=O)OCC,CC[N+](CC)(CC)CC.F[B-](F)(F)F,0.149540231563069
CC1COC(=O)O1.CCOC(C)=O,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],1.06613426468767
