smiles,IE
c1cc2c(cc1)nc(c(n2)CC)CC,5.141291596
C#Cc1cc(C(Cl)(Cl)Cl)sc1,5.141198626
CCc1c(nccn1)OCCOC,5.140826363
CC1=CCC[C@H]2C1=CC(=O)O2,5.140709384
C/C(=N/c1cncc(C(Cl)(Cl)Cl)n1)/O,5.140253401
Cc1cncc(n1)OCCOC,5.140232652
C1CO[C@H](CO1)N,5.140077643
N(=C\c1ccccc1)/[C@@H]1[C@@H](OC(OC1)(C)C)c1ccc(cc1)N(=O)=O,5.139947245
Cc1ccc2c(c1)ON(Cl)O2,5.139884839
O(C)c1c(Cl)c(Cl)ccc1Cl,5.139812337
c1cc(c(cn1)C=C)c1ccncc1C,5.139591639
CCc1cscc1C(Cl)(Cl)Cl,5.139314834
c1ccc(cc1)[C@]1(CSCCS1)F,5.139202171
c1c(c(cs1)C)C(=O)O,5.138835668
