solv_1_sm,solv_2_sm,solv_3_sm,solv_4_sm,salt_sm,solv_ratio_1,solv_ratio_2,solv_ratio_3,solv_ratio_4,conc_salt,temperature,conductivity,conductivity_log
C(COCCOC)(C(F)(F)F)(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.0,0,0.654379973779722,-0.18417
C(COCCOC)(C(F)(F)C(F)(F)F)(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.0,80,1.4796874828984172,0.17017
C(COCCOC)(C(F)(F)C(F)(F)F)(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.0,70,1.3693989798544177,0.13653
C(COCCOC)(C(F)(F)C(F)(F)F)(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.0,60,1.2442280846809937,0.0949
C(COCCOC)(C(F)(F)C(F)(F)F)(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.0,50,1.106751196083383,0.04405
C(COCCOC)(C(F)(F)C(F)(F)F)(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.0,40,0.9641397754764391,-0.01586
C(COCCOC)(C(F)(F)C(F)(F)F)(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.0,30,0.814610493123002,-0.08905
C(COCCOC)(C(F)(F)C(F)(F)F)(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.0,20,0.6576578373554205,-0.182
C(COCCOC)(C(F)(F)C(F)(F)F)(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.0,10,0.5080073548779106,-0.29413
C(COCCOC)(C(F)(F)C(F)(F)F)(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.0,0,0.3685954755321188,-0.43345
C1(OCC(O1)C([F])([F])[F])OCC,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.0,25,0.6999999999770207,-0.15490196
CCOC(OCC)OCC,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.0,25,5.499999993740788,0.740362689
C1C(OCO1)C(F)(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,2,0,0,0,2.0,25,3.699999999429232,0.568201724
C(CF)OCCF,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.0,30,7.400000004583932,0.86923172
C(CF)OCC(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.0,30,2.7999999977936314,0.447158031
C(CF)OCC(F)(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,0.2,30,1.1999999998684077,0.079181246
CC(COC)OC,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,2.0,25,14.000000010372377,1.146128036
COCC(C(F)(F)F)OC,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,2.0,25,7.400000004583932,0.86923172
CS(=O)(=O)OCC(F)(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,2.0,25,3.7600000006262904,0.575187845
CCOS(=O)(=O)C,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,2.0,25,10.350000004934687,1.01494035
CS(=O)(=O)OCC(F)(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.8,25,3.4499999994179165,0.537819095
CS(=O)(=O)OCC(F)(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.5,25,3.4399999954729714,0.536558442
CS(=O)(=O)OCC(F)(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.2,25,3.18999999957999,0.503790683
CS(=O)(=O)OCC(F)(F)F,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.0,25,2.979999999476759,0.474216264
CO[Si](C)(CCC(F)(F)F)OC,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.0,25,0.2600000000174704,-0.585026652
CO[Si](C)(CCC(F)(F)F)OC,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,3.0,25,0.4400000005205627,-0.356547323
CCCOCCC,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1,0,0,0,1.8,25,0.5999999994699767,-0.22184875
