solv_1_sm,solv_2_sm,solv_3_sm,solv_4_sm,salt_sm,,solv_ratio_1,solv_ratio_2,solv_ratio_3,solv_ratio_4,conc_salt,temperature,conductivity,conductivity_log
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.8,-30,0.438666,-0.824016976
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.8,-20,0.845568,-0.167746688
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.8,-10,1.489574,0.398490173
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.8,0,2.608158,0.958644225
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.4,-40,0.333008,-1.099588765
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.4,-30,1.078588,0.075652778
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.4,-20,1.621082999,0.483094444
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.4,-10,2.231191001,0.802535524
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.4,0,2.773442,1.020089148
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.5,-40,0.256676,-1.35994069
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.5,-30,1.002439,0.00243603
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.5,-20,1.578771,0.456646696
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.5,-10,2.358553999,0.858048719
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.5,0,3.239727,1.175489067
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.6,-40,0.248262,-1.393270639
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.6,-30,0.790513,-0.235073177
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.6,-20,1.46854,0.38426871
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.6,-10,2.282161,0.825122801
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.6,0,3.163273,1.151607251
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.7,-40,0.239727,-1.428254503
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.7,-30,0.646507,-0.436171253
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.7,-20,1.392391,0.331022413
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.7,-10,2.20595,0.791158255
CC1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.7,0,2.815875999,1.035273403
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.4,-40,0.581947,-0.541375901
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.4,-30,1.135902,0.127427049
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.4,-20,1.56678,0.449022558
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.4,-10,2.059087999,0.722263166
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.4,0,2.674364,0.983711595
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.5,-40,0.664289,-0.409037983
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.5,-30,1.03341,0.032864014
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.5,-20,1.648904,0.500110825
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.5,-10,2.202750001,0.78970658
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.5,0,2.910388001,1.068286406
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.6,-40,0.561634,-0.576904887
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.6,-30,0.961525,-0.039234713
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.6,-20,1.546249,0.435831998
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.6,-10,2.100040999,0.741956868
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.6,0,2.900041001,1.064724875
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.7,-40,0.459306,-0.778038624
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.7,-30,0.859197,-0.151757047
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.7,-20,1.382383001,0.323808822
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.7,-10,1.966998001,0.676508523
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.333333333,0.333333333,0.333333333,0,0.7,0,2.920735,1.071835297
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.4,-40,0.731818,-0.31222343
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.4,-30,1.100885,0.096114402
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.4,-20,1.408795,0.342734729
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.4,-10,2.116432999,0.749732124
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.4,0,2.670170001,0.982142141
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.5,-40,0.602532,-0.506614503
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.5,-30,1.002478,0.002474935
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.5,-20,1.402532001,0.338279175
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.5,-10,2.233302,0.803481208
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.5,0,2.817861999,1.035978441
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.6,-40,0.411382,-0.888233056
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.6,-30,0.934241,-0.068020844
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.6,-20,1.334404,0.28848475
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.6,-10,1.980776,0.683488687
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.6,0,2.749625999,1.011464902
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.7,-40,0.34369,-1.068015191
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.7,-30,0.712757,-0.33861473
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.7,-20,1.174459,0.160807616
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.7,-10,1.882097,0.632386581
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.5,0.25,0,0.7,0,2.681932999,0.986537803
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.4,-40,0.523077,-0.648026598
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.4,-30,1.015385,0.015267851
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.4,-20,1.538462,0.430783216
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.4,-10,2.123076999,0.752866451
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.4,0,2.707692001,0.996096612
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.5,-40,0.369231,-0.996332815
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.5,-30,1.169231,0.156346268
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.5,-20,1.815384999,0.596297566
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.5,-10,2.492308001,0.913209189
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.5,0,3.169231001,1.153488972
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.6,-40,0.246154,-1.401797923
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.6,-30,1.046154,0.045120582
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.6,-20,1.692308,0.526093278
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.6,-10,2.461538,0.900786358
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.6,0,3.046153999,1.113879811
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.7,-40,0.184615,-1.689482703
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.7,-30,0.953846,-0.047253046
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.7,-20,1.661537999,0.507743679
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.7,-10,2.184615001,0.781439612
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.5,0.25,0.25,0,0.7,0,2.953846,1.08310805
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.4,-40,0.401625,-0.912236462
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.4,-30,0.600303,-0.510320751
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.4,-20,0.798982,-0.224416862
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.4,-10,1.262565,0.233145366
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.4,0,2.786207001,1.024681173
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.5,-40,0.384995,-0.954524932
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.5,-30,0.55056,-0.596819337
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.5,-20,0.749238,-0.288698589
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.5,-10,2.040795,0.713339438
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.5,0,3.001369,1.099068518
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.6,-40,0.368659,-0.997883181
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.6,-30,0.567337,-0.566801796
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.6,-20,0.69979,-0.356974989
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.6,-10,2.057425,0.721455201
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.6,0,2.852432999,1.048172314
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.7,-40,0.187346,-1.674798104
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.7,-30,0.386025,-0.951853145
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.7,-20,0.650635,-0.42980647
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.7,-10,2.041384,0.713628009
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.7,0,2.803426001,1.030842241
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.8,-40,0.203535,-1.591917299
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.8,-30,0.402508,-0.910040307
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.8,-20,1.130995,0.123097776
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.8,-10,1.726882999,0.546318049
C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,,0.25,0.25,0.5,0,0.8,0,2.72057,1.000841417
O=C1OCCO1,COC(=O)OC,,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.7,0,0,0.5,0,6.470000003,1.867176109
O=C1OCCO1,COC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.6,0.1,0,0.5,0,7,1.945910149
O=C1OCCO1,COC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.5,0.2,0,0.5,0,7.299999999,1.987874348
O=C1OCCO1,COC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.4,0.3,0,0.5,0,8.540000002,2.144761008
O=C1OCCO1,CCOC(=O)OC,,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.7,0,0,0.5,0,4.75,1.558144618
O=C1OCCO1,CCOC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.6,0.1,0,0.5,0,5.900000001,1.774952351
O=C1OCCO1,CCOC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.5,0.2,0,0.5,0,6.13,1.81319475
O=C1OCCO1,CCOC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.4,0.3,0,0.5,0,7.299999999,1.987874348
O=C1OCCO1,COC(=O)OC,,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.7,0,0,1,0,7.190000002,1.972691172
O=C1OCCO1,COC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.6,0.1,0,1,0,8.320000001,2.118662255
O=C1OCCO1,COC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.5,0.2,0,1,0,9.169999998,2.215937286
O=C1OCCO1,COC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.4,0.3,0,1,0,10.37,2.338917022
O=C1OCCO1,CCOC(=O)OC,,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.7,0,0,1,0,5.129999999,1.635105659
O=C1OCCO1,CCOC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.6,0.1,0,1,0,6.429999998,1.860974538
O=C1OCCO1,CCOC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.5,0.2,0,1,0,7.54,2.020222182
O=C1OCCO1,CCOC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.4,0.3,0,1,0,9.630000002,2.264883226
O=C1OCCO1,COC(=O)OC,,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.7,0,0,1.5,0,6.420000002,1.859418118
O=C1OCCO1,COC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.6,0.1,0,1.5,0,7.16,1.968509981
O=C1OCCO1,COC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.5,0.2,0,1.5,0,8.840000003,2.179286877
O=C1OCCO1,COC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.4,0.3,0,1.5,0,10.32,2.33408376
O=C1OCCO1,CCOC(=O)OC,,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.7,0,0,1.5,0,4.359999998,1.472472057
O=C1OCCO1,CCOC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.6,0.1,0,1.5,0,5.410000001,1.688249093
O=C1OCCO1,CCOC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.5,0.2,0,1.5,0,6.689999999,1.900613874
O=C1OCCO1,CCOC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.4,0.3,0,1.5,0,8.300000002,2.116255515
O=C1OCCO1,COC(=O)OC,,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.7,0,0,2,0,5.090000002,1.627277831
O=C1OCCO1,COC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.6,0.1,0,2,0,6.310000003,1.842135677
O=C1OCCO1,COC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.5,0.2,0,2,0,7.869999997,2.063058062
O=C1OCCO1,COC(=O)OC,CC(=O)OC,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.4,0.3,0,2,0,8.710000001,2.164471791
O=C1OCCO1,CCOC(=O)OC,,,[Li+].F[P-](F)(F)(F)(F)F,,0.3,0.7,0,0,2,0,3.27,1.184789985
