solv_1_sm,solv_2_sm,solv_3_sm,solv_4_sm,salt_sm,,solv_ratio_1,solv_ratio_2,solv_ratio_3,solv_ratio_4,conc_salt,temperature,conductivity,conductivity_log
CC1COC(=O)O1,CCOC(=O)OCC,,,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,,0.4,0.6,0,0,0.528957529,-20,2.653631284,0.975928998
CC1COC(=O)O1,CCOC(=O)OCC,,,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,,0.4,0.6,0,0,0.116602317,-30,0.726256983,-0.319851356
CC1COC(=O)O1,CCOC(=O)OCC,,,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,,0.4,0.6,0,0,0.213899614,-30,1.229050279,0.20624174
CC1COC(=O)O1,CCOC(=O)OCC,,,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,,0.4,0.6,0,0,0.311196911,-30,1.480446927,0.39234402
CC1COC(=O)O1,CCOC(=O)OCC,,,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,,0.4,0.6,0,0,0.427027027,-30,1.731843574,0.549186491
CC1COC(=O)O1,CCOC(=O)OCC,,,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,,0.4,0.6,0,0,0.116602317,-40,0.558659218,-0.58221562
CC1COC(=O)O1,CCOC(=O)OCC,,,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,,0.4,0.6,0,0,0.213899614,-40,0.810055866,-0.210652063
CC1COC(=O)O1,CCOC(=O)OCC,,,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,,0.4,0.6,0,0,0.311196911,-40,0.977653631,-0.022599832
CC1COC(=O)O1,CCOC(=O)OCC,,,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,,0.4,0.6,0,0,0.427027027,-40,1.145251397,0.135624174
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.088803089,60,5.121951219,1.633535464
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.186100386,60,8.780487807,2.172531965
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.32972973,60,13.41463415,2.596346212
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.491891892,60,17.5609756,2.865679145
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.681853282,60,21.2195122,3.054921145
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.913513514,60,24.63414634,3.204133543
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.131274131,60,26.95121951,3.294028547
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.367567568,60,28.78048781,3.359697651
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.538996139,60,29.75609756,3.393034071
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.088803089,50,4.756097562,1.559427492
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.190733591,50,7.926829271,2.070253116
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.32972973,50,11.82926829,2.470576824
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.491891892,50,15.36585366,2.732147753
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.681853282,50,18.65853658,2.926303767
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.918146718,50,21.58536585,3.072015578
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.131274131,50,23.53658537,3.158556035
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.362934363,50,25.12195123,3.223742015
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.538996139,50,25.85365855,3.252452121
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.088803089,40,4.390243902,1.479384784
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.186100386,40,6.829268296,1.921217537
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.32972973,40,10.24390244,2.326682645
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.491891892,40,13.29268293,2.587213728
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.681853282,40,16.09756099,2.778667769
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.913513514,40,18.53658537,2.919746367
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.131274131,40,20.24390244,3.007853634
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.362934363,40,21.46341464,3.066349841
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.538996139,40,22.07317073,3.094362877
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.093436293,30,3.902439022,1.361601748
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.186100386,30,5.853658539,1.767066857
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.325096525,30,8.780487807,2.172531965
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.491891892,30,11.46341463,2.439160628
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.681853282,30,13.65853659,2.614364717
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.913513514,30,15.73170732,2.75567825
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.131274131,30,16.95121951,2.830339779
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.367567568,30,18.0487805,2.89307812
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.538996139,30,18.53658537,2.919746367
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.093436293,20,3.414634147,1.228070356
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.186100386,20,4.999999998,1.609437912
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.325096525,20,7.195121954,1.97340329
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.491891892,20,9.512195118,2.252574672
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.681853282,20,11.3414634,2.428465338
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.913513514,20,12.92682927,2.55930494
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.131274131,20,14.02439024,2.640797974
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.362934363,20,14.75609756,2.691656391
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.538996139,20,15,2.708050201
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.093436293,10,2.926829268,1.073919676
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.186100386,10,4.024390243,1.392373407
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.325096525,10,5.853658539,1.767066857
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.491891892,10,7.682926828,2.039000572
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.677220077,10,9.024390244,2.199930939
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.913513514,10,10.36585366,2.338517102
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.131274131,10,11.09756098,2.406725353
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.362934363,10,11.58536585,2.449742737
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.538996139,10,11.82926829,2.470576824
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.093436293,0,2.317073171,0.840304825
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.186100386,0,3.048780489,1.114741671
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.325096525,0,4.634146339,1.533452005
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.491891892,0,5.975609757,1.787686144
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.681853282,0,7.07317073,1.956308856
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.913513514,0,7.926829271,2.070253116
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.131274131,0,8.536585368,2.144361088
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.362934363,0,8.780487807,2.172531965
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.538996139,0,8.902439025,2.186325287
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.093436293,-10,1.585365853,0.460815203
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.186100386,-10,2.317073171,0.840304825
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.325096525,-10,3.536585367,1.263161676
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.491891892,-10,4.390243902,1.479384784
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.681853282,-10,5.243902437,1.657065961
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.918146718,-10,5.853658539,1.767066857
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.131274131,-10,6.097560975,1.807888851
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.362934363,-10,6.341463413,1.847109564
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.093436293,-20,0.975609756,-0.024692613
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.186100386,-20,1.829268293,0.603916047
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.325096525,-20,2.43902439,0.891598119
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.496525097,-20,3.170731708,1.153962384
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.681853282,-20,3.658536584,1.297063227
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.913513514,-20,3.902439022,1.361601748
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.131274131,-20,4.146341462,1.42222637
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.362934363,-20,4.268292682,1.451213907
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.093436293,-30,0.731707317,-0.312374685
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.186100386,-30,1.219512195,0.198450939
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.325096525,-30,1.585365853,0.460815203
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.491891892,-30,1.951219512,0.668454568
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.681853282,-30,2.317073171,0.840304825
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.918146718,-30,2.560975611,0.940388284
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,1.131274131,-30,2.560975611,0.940388284
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.093436293,-40,0.609756098,-0.494696241
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.190733591,-40,0.853658537,-0.158224005
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.325096525,-40,0.975609756,-0.024692613
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.491891892,-40,1.219512195,0.198450939
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.681853282,-40,1.341463415,0.293761119
CC1COC(=O)O1,O=C1OCCO1,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.6,0.4,0,0,0.918146718,-40,1.341463415,0.293761119
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.028571429,60,1.503067485,0.40750801
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.065637066,60,2.515337424,0.922406959
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.116602317,60,3.895705521,1.359874798
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.181467181,60,5.276073623,1.663182189
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.255598456,60,6.656441717,1.895585065
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.32972973,60,7.852760735,2.060865156
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.394594595,60,8.773006131,2.171679522
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.459459459,60,9.693251532,2.271429925
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.51042471,60,10.42944785,2.344633329
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.028571429,50,1.319018404,0.276887827
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.07027027,50,2.239263804,0.806147153
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.116602317,50,3.527607362,1.26061984
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.181467181,50,4.81595092,1.571933517
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.255598456,50,5.920245402,1.778377901
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.325096525,50,7.024539876,1.949409715
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.394594595,50,7.944785273,2.072515773
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.464092664,50,8.773006131,2.171679522
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.515057915,50,9.325153374,2.232715413
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.028571429,40,1.134969325,0.126605624
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.07027027,40,2.147239264,0.764182954
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.116602317,40,3.251533743,1.179126806
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.181467181,40,4.263803682,1.450161645
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.255598456,40,5.276073623,1.663182189
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.325096525,40,6.196319018,1.823955409
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.399227799,40,7.024539876,1.949409715
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.459459459,40,7.760736194,2.0490772
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.515057915,40,8.220858895,2.106674692
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.033204633,30,1.042944785,0.042048236
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.07027027,30,1.963190184,0.674570795
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.121235521,30,2.791411043,1.026547218
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.186100386,30,3.711656441,1.311478257
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.255598456,30,4.631901838,1.532967548
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.32972973,30,5.4601227,1.697471262
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.399227799,30,6.104294476,1.808992536
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.459459459,30,6.748466258,1.909315258
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.515057915,30,7.208588959,1.975273226
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.033204633,20,0.858895706,-0.152107778
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.07027027,20,1.687116565,0.523020897
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.121235521,20,2.423312883,0.885135564
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.186100386,20,3.251533743,1.179126806
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.255598456,20,3.987730061,1.383222162
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.325096525,20,4.72392638,1.552640314
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.399227799,20,5.368098162,1.680473686
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.033204633,10,0.674846626,-0.393269835
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.074903475,10,1.411042945,0.344329108
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.121235521,10,2.055214724,0.720380331
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.181467181,10,2.791411043,1.026547218
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.26023166,10,3.343558283,1.207035594
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.325096525,10,3.987730061,1.383222162
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.394594595,10,4.447852761,1.492421454
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.033204633,0,0.490797546,-0.711723566
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.074903475,0,1.042944785,0.042048236
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.121235521,0,1.503067485,0.40750801
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.181467181,0,2.331288344,0.846421052
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.255598456,0,2.883435583,1.058982494
CC1COC(=O)O1,CCOC(=O)OCC,,,[B-](F)(F)(F)F.CC[N+](CC)(CC)CC,,0.4,0.6,0,0,0.325096525,0,3.343558283,1.207035594
