solv_1_sm,solv_2_sm,solv_3_sm,solv_4_sm,salt_sm,conductivity_log
CC1COC(=O)O1,,,,[Li+].F[P-](F)(F)(F)(F)F,-1.6214091624059925
CC1COC(=O)O1,,,,[Li+].F[As-](F)(F)(F)(F)F,-0.6374979072288278
CC1COC(=O)O1,,,,[Li+].F[As-](F)(F)(F)(F)F,-0.753713837234717
CC1COC(=O)O1,,,,[Li+].F[As-](F)(F)(F)(F)F,-0.923326837939143
CC1COC(=O)O1,,,,[Li+].F[As-](F)(F)(F)(F)F,-1.21390139695794
CC1COC(=O)O1,,,,[Li+].F[As-](F)(F)(F)(F)F,-1.366035005425154
CC1COC(=O)O1,,,,[Li+].F[As-](F)(F)(F)(F)F,-1.6027474325395292
CC1COC(=O)O1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[O-],-0.6742557804807323
CC1COC(=O)O1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[O-],-0.7843295127267942
CC1COC(=O)O1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[O-],-0.943811372536155
CC1COC(=O)O1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[O-],-1.2233550601759602
CC1COC(=O)O1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[O-],-1.369766604325079
CC1COC(=O)O1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[O-],-1.602427368798023
CC1COC(=O)O1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-0.7088337607874111
CC1COC(=O)O1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-0.8273688784820629
CC1COC(=O)O1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-0.9952056403788789
CC1COC(=O)O1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-1.2833389063409701
CC1COC(=O)O1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-1.4340340646027707
CC1COC(=O)O1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-1.6693550365176189
CC1COC(=O)O1,,,,[Li+].O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.7782865021808053
CC1COC(=O)O1,,,,[Li+].O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.8853610744735555
CC1COC(=O)O1,,,,[Li+].O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.0493482943808183
CC1COC(=O)O1,,,,[Li+].O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.331512706882589
CC1COC(=O)O1,,,,[Li+].O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.4778175175169517
CC1COC(=O)O1,,,,[Li+].O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.7119557822179445
O=C1OCCO1,CC1COC(=O)O1,,,[Li+].F[As-](F)(F)(F)(F)F,0.5786392099271032
O=C1OCCO1,CC1COC(=O)O1,,,[Li+].F[As-](F)(F)(F)(F)F,0.8286598965682326
O=C1OCCO1,CC1COC(=O)O1,,,[Li+].F[As-](F)(F)(F)(F)F,1.0051805125648772
O=C1OCCO1,CC1COC(=O)O1,,,[Li+].F[As-](F)(F)(F)(F)F,1.142702245839131
O=C1OCCO1,CC1COC(=O)O1,,,[Li+].F[As-](F)(F)(F)(F)F,1.246990699165195
O=C1OCCO1,,,,[Li+].F[As-](F)(F)(F)(F)F,0.8432327781968407
O=C1OCCO1,,,,[Li+].F[As-](F)(F)(F)(F)F,1.0413926852457918
O=C1OCCO1,,,,[Li+].F[As-](F)(F)(F)(F)F,1.1964525417029286
O=C1OCCO1,,,,[Li+].F[As-](F)(F)(F)(F)F,1.3153404767603225
O=C1OCCO1,CCOCCOCC,,,[Li+].F[As-](F)(F)(F)(F)F,0.6766936096046503
O=C1OCCO1,CCOCCOCC,,,[Li+].F[As-](F)(F)(F)(F)F,0.8122446969237095
O=C1OCCO1,CCOCCOCC,,,[Li+].F[As-](F)(F)(F)(F)F,1.0281644192882482
