solv_1_sm,solv_2_sm,solv_3_sm,solv_4_sm,salt_sm,conductivity_log
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.42045085931706044
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8699354104631042
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7867514223521834
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6887756551649409
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5792117802976885
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.4470028986688405
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8743078330200958
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7937205567606469
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6978393684077216
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5926208213333242
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.46239799790224445
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8713977816085813
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7942788657690356
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7037211597218441
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6004283256269544
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.4769764658607733
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8669958131293967
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7904259176078607
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7020857213567396
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6036855494415357
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.4865721503230878
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8594985583905705
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7836892362807746
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6985354925183472
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6035773679889771
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.4865721503230878
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8457180179464645
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7721749608341609
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6889534627088382
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5932860671062864
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.48187241043815315
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.824971461328275
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7544247894618382
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6733895783993984
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5837653683635117
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.4721711468158156
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8032522114503166
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7311050510672064
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6520528481523886
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5643109099218685
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.4522465745862851
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7767011840046794
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7085058810481141
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6286953825961139
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5403294748087807
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.4366396317161425
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.74452767335988
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6743098887959382
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5987905068937948
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5125509930516396
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.4094258687196486
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7054360466165844
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6430576839506313
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.565611724822961
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.47928731639836686
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.3800302480296926
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6554265875306362
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5890555311622994
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5169318087837885
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.4336098431444947
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.32899085523696603
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5987905068937948
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5331362883113977
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.4602963266047431
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.3778524188518447
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.278524964810783
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.500510910327074
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.4399639357878096
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.36379994535218946
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.2891428360349077
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.18554215490228781
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.23274206266277858
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.22762964964672225
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.16256440647467008
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.10924096866836198
CC1COC(=O)O1,,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,-0.07935499867342902
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8697595945937008
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7815399684795291
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6767850303302688
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5588285249110346
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.4191293077230461
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8812705038237852
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.797890483001034
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6974908870410866
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5859117103228327
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.45086469254002276
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8924841793046882
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8092229215195472
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7145812087493849
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6042260532447553
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.47567118814958487
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8980117387589407
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8180938692478851
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7255849723354048
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6217992239923279
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5036545192308334
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8961402513541487
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8202671570083356
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7335984607646239
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6320521666834935
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5170638733927906
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8924841793046882
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8180938692478851
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7309436932954001
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.635383204056808
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5256925243210241
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8812705038237852
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8069257768815081
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7282725980908348
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6320521666834935
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5256925243210241
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8677620245521006
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7956019799545958
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7145812087493849
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6252095253201236
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5081255361896958
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8457180179464645
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7767011840046794
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7004441012439798
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6112983621246957
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.508260305584731
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8180938692478851
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7493497605147841
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6767850303302688
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5859117103228327
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.4899584794640714
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7862543957695473
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7200765726508104
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6419695977784315
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5588285249110346
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.465977368334667
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7467120226007847
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6797911711330825
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6077766038953588
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5256925243210241
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.42991369787460004
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7004441012439798
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6386888868839745
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5627685430357083
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.48515334977150776
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.390581878487965
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6485551554831774
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5859117103228327
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5170638733927906
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.4352071031159896
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.3475251600623775
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5859117103228327
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5213996280323806
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.45086469254002276
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.37272794070078663
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.28488171446773813
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5036545192308334
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.445759836682246
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.37272794070078663
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.29225607125119185
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.20276068729035557
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.390581878487965
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.32756326022212745
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.26951294433729955
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,-0.01637371279555029
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.08955188306716501
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.16494737247957253
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.10105935485642518
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.026533264367032867
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,-0.0013048416795286646
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,-0.04720755698920053
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8998205023145948
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8180986946938734
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7255534868540557
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6197887584446767
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.49358936938229325
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.9088065993161587
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8310636717932355
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7415415926191855
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6382721639568091
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5133334275447151
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.9141315126222104
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8374038500756447
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7544296149078266
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6525126031482934
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5368145232768586
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.9141315126222104
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8415797904260172
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.756961951288246
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6628946390056157
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5503169936500917
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.9106244048829263
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8394968393921581
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7594796076465878
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6663008874973062
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5590909178196999
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.9052560486655552
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8353007247602179
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7544296149078266
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.6663008874973062
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.5590909178196999
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8924841793046882
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.8246295616945133
CC1COC(=O)O1,CCOC(=O)OCC,,,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,0.7467427862847049
