smiles,IE,EA,IE_binned
P(CC(=O)O)(CC(=O)O)CC(=O)O,4.952404894,0.457365238,4
c1cn(ccc1=c1ccn(cc1)CN(=O)=O)CF,2.432573373,1.784378258,2
C[C@H]1N2[C@@H](C)C[C@@]12C#C,6.134203399,0.459306363,6
C1Cc2cc(c(cc2C(C1)(F)F)O)O,4.533491424,-0.161751842,4
CNc1cn(C)cc1C(=O)O,4.01507009,-0.237717606,4
CC(=O)c1cc2c(cc1OCCOCCOC)[nH]s[nH]2,3.546068205,0.964800958,3
CC(=O)C1=C[C](C=CN1C)[C]1C=CN(C)C=C1C(C)(C)C,2.004104926,0.812074685,2
CCc1cc(C#N)sc1,5.262266492,0.775573163,5
s1cncc1,5.47624039,0.174233336,5
CNc1ccsc1O,3.336695711,-0.182534359,3
Cn1cc/c(=c/2\ccn(C)c(c2)Cl)/cc1C(=O)O,2.226691428,0.920188133,2
CNC1=CSC=C[C@H]1N(=O)=O,3.859043082,1.645237739,3
C#Cc1c(ccc2c1ONO2)F,4.622456731,0.744249625,4
C12(C3(C(=C4C5(C6(C74CC7)CC6)CC5)C41CC4)CC3)CC2,3.819886706,-1.006502333,3
CC(C)(C)N1Oc2cccc(c2O1)C(F)(F)F,4.365224665,0.353679664,4
CC(C)(C)c1cc(cs1)OCCOCCOCCOC,4.166540833,-0.486989281,4
COCCOC1=CS/C(=C/2\SC=C(C(=O)O)S2)/S1,3.378994599,1.13061084,3
C=CN1Oc2cccc(c2O1)/N=C(/C)\O,4.142533195,0.26924899,4
c1c(N)nc(cn1)N(=O)=O,5.261301391,2.319839921,5
Cn1ccc(=c2ccn(COCCOCCOC)c(c2)c2ccccc2)cc1,2.042496327,0.201097486,2
COc1ccc(c2ccccc2)[nH]1,3.517083373,-0.339603941,3
CN(C)C1=CSC(=CC1)N(=O)=O,3.503554641,2.080438724,3
COC1=CSC(=CS1)C#N,4.197311395,1.071173209,4
CC(=O)c1c(nccn1)O,5.626308799,1.525575431,5
CC(C)(C)c1cc(cc(c1C(C)(C)C)OC)OC,3.873702927,-0.353160571,3
Cn1c2cccc(c2[nH]s1)C(=O)O,3.136508074,2.105337075,3
Cn1ccc(=c2ccn(cc2)CF)cc1OC,1.92136757,-0.116918814,1
COc1cnc(cn1)N(=O)=O,5.959485797,2.195077492,5
C#C[C@H]1CCCC[C@H]1F,6.042019113,-0.769225101,6
C/C(=N/C1=C(Cl)S[C](C2=[S]C=CS2)S1)/O,3.218307908,1.434691768,3
c1(cc2c(c(c1)C=C)nccn2)C=C,4.67419004,1.477225602,4
C1=C(C(F)(F)F)S/C(=C\2/SC=C(F)S2)/S1,3.557766009,1.182518522,3
C/C(=N/C1=CSC(=[S]1)[C]1SC=C(C(=O)O)S1)/O,3.268852735,1.115496461,3
C1=CSC(=C[C@@H]1O)O,4.540693821,-0.168583431,4
COc1ccc(C(Br)(Br)Br)s1,4.507643513,3.306757358,4
Cc1cnc(cn1)Cl,5.737341517,0.978907453,5
Cc1cc(C)cc(c1)C,4.886021643,-0.783798237,4
c1c(Cl)nc(cn1)Cl,6.023861357,1.27522347,6
C=Cc1cc[nH]c1C,3.939421287,-0.496458568,3
C(C)(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)C,5.816930257,2.476079309,5
S(SCC(=O)O)CC(=O)O,4.981730967,1.853556899,4
c1(cc(ccn1)c1ccncc1)C(=O)O,5.907210731,1.373351317,5
CN(C)C1=C([C](C=CN1C)[C]1C=CN(C)C=C1)O,1.797027824,-0.144980538,1
CNc1nc(=O)[nH]cn1,6.939664584,1.990106708,6
CN(C)c1ccc2c(c1)ON(C(Cl)(Cl)Cl)O2,3.670138646,2.270944428,3
NC(=O)Oc1cocc1,6.164369611,0.49798072,6
c1(=O)n(c(=O)c2ccc3c4c2c1cc1c4c2c4c3ccc3c(=O)n(c(=O)c(c43)cc2cc1)C)C,4.695090462,2.325088279,4
C1=C[S]=C([C]2SC(=C(Cl)S2)C(=O)O)S1,3.465546743,1.695467026,3
C#Cc1cn(C)cc(c1=c1ccn(C)cc1)N(=O)=O,2.569336401,1.533191283,2
CNc1ccn(C)c1NC,2.766367008,-0.68900992,2
CC1=CCC(=CS1)N(=O)=O,4.709114466,1.954398819,4
CC(C)(C)c1cncc(N)n1,4.540564232,0.469456632,4
CCc1cc2c(cc1OCCOC)ONO2,3.987886296,-0.224581332,3
c1(ccccc1)/C=C/CC,4.49515173,0.166471822,4
C#Cc1cn(C)cc/c/1=c\1/ccn(C)c(CC)c1,1.930414261,0.188378439,1
Cc1c(ccs1)OCCOC,4.13187852,-0.374997302,4
C/C(=N/c1cc(cs1)C(Br)(Br)Br)/O,4.522428748,2.720675511,4
Cl[C@]12[C@@]3(Cl)[C@]4(C([C@@]2([C@]2([C@]1(Cl)C([C@@]3([C@@]42Cl)Cl)(Cl)Cl)Cl)Cl)(Cl)Cl)Cl,6.866535492,1.888792455,6
CC1=C[C@@H](C=CO1)N(C)C,3.995560902,-0.782647073,3
CNC1=COC(=CO1)NC,3.251795126,-0.895111657,3
Cc1c(N)c(F)ncc1,5.818582704,1.305507674,5
CNc1cn(C)c(cc1=c1ccn(C)cc1)C(F)(F)F,1.955704807,0.373033069,1
c1cnc(c(C#N)n1)C(F)(F)F,6.560744132,1.825922977,6
C1CCc2c(C1)cc(c(c2Cl)O)O,4.359523526,1.105869809,4
CC(C)(C)c1ccc(C(F)(F)F)s1,5.149156443,0.389773836,5
C/C(=N/c1ccc(N)s1)/O,3.324481392,0.0681097,3
C1(=CC(=O)C(=CC1=O)C)C(C)C,5.961813567,2.550237511,5
c1(Cc2ccccc2)ccc(cc1)O,4.567915545,-0.407996068,4
c1cc(N(=O)=O)sc1F,5.782106421,2.205824762,5
C=Cc1ccn(C)c1C#C,4.120860323,0.352819495,4
COc1cccc2c1n(C(=O)O)s[nH]2,3.800593606,2.604518927,3
c1cc(c2c(c1)ON(C(Br)(Br)Br)O2)N(=O)=O,5.131276901,4.771155839,5
COc1c(ccc2c1[nH]s[nH]2)C#N,3.59334233,2.356292982,3
CC(=O)c1ccc2c(c1)[nH]sn2OC,3.984353486,3.972041009,3
C=CC1=CCC(=CO1)O,4.01806747,0.096762463,4
Cn1ccc(=c2ccn(C)c(c2)Cl)cc1,1.983447455,1.228141903,1
O(C)[C@@]12[C@@](C)(C[C@@H](O1)c1ccccc1)C(=O)CC2,5.280318442,0.157051847,5
CC(C)(C)c1c(ccc2c1ONO2)c1ccccc1,4.326496065,0.042789676,4
C#CC1=CCC=C(CC)S1,4.148624501,0.477930048,4
C=CC1=CCC=C(C(=O)O)O1,4.651244748,0.748331596,4
NC(=O)Nc1ccn[nH]1,5.928551765,0.976120933,5
C#CC1=COC(=CO1)C#N,4.701079296,0.834380373,4
Oc1c(O)c(F)ncc1,6.586888548,1.435002007,6
O(P(=O)(Cl)Cl)c1ccccc1,5.429054095,2.468121226,5
C=Cc1cccc2c1ON(CC)O2,4.191767377,0.46576995,4
CC(=O)c1cc(=c2ccn(C)cc2)cc(n1C)OCCOC,2.256907376,0.880673588,2
CC(C)(C)c1c(ccc2c1ONO2)OCCOCCOCCOC,3.997409518,-0.23247665,3
c1cc2c(cc1N(C)C)C(=O)c1c(C2=O)cc(cc1)N(C)C,5.486702045,3.13569315,5
CCc1cnc(cn1)N,4.511556211,0.509311032,4
C(#N)c1c[nH]cc1F,5.132392592,-0.325466207,5
C#CC1(CCCC1)O,5.567260814,-0.523502561,5
C(=O)(Oc1ccccc1)N1C(=O)O[C@H](C1)[C@@H](Sc1ccccc1)F,5.100511104,0.096827686,5
C1(=CCCCC1)OC(=O)C,4.802726331,-0.06705576,4
CC1=COC=C(C1)C(=O)O,4.810393435,0.63354378,4
C#CC1=COC=C(C(=O)O)O1,4.685329275,0.935709046,4
C1C=COC(=C1)N(=O)=O,5.046596511,2.098699734,5
C1CCc2c(C1)c(c(c(c2N(=O)=O)O)O)C(=O)O,4.802683911,2.251245892,4
Oc1c(O)ccc(c1)O,4.129774544,-0.427777446,4
COc1ccsc1c1ccccc1,4.018398089,0.353470163,4
CN(C)c1c2CCCCc2c(c(c1O)O)N(C)C,3.591725114,-0.589048502,3
C=CC1=C(CC=CS1)C(=O)O,4.448429245,1.336210029,4
c1(cc(cs1)C(=O)O)C,5.053834636,0.675019704,5
COc1cc(cc2c1ONO2)N(=O)=O,4.860508714,2.089715594,4
CN(C)N1Oc2cccc(c2O1)OCCOCCOC,2.734280378,-0.451841237,2
CCc1cncc(C)n1,5.29601365,0.628136527,5
C#C[C@@H]1[C@H](C#N)OCCO1,5.990417186,0.226641068,5
C#Cc1cc(cs1)c1ccccc1,4.516648783,0.616183124,4
c1cc2c(cc1C(=O)O)ON(C(F)(F)F)O2,5.069750476,0.977593353,5
c1(cc2c(cc1)C(=O)c1c(C2=O)cc(cc1)C)F,5.685234275,2.21925734,5
Cc1c2c(nc(c1)OC)cccc2,4.731832159,0.486522826,4
N(=O)(=O)c1c(C)cc(cc1C)C,5.438305941,1.709954963,5
C[C@H]1C[C@H]2[C@@H]3[C@H]2[C@H]2[C@@H]3N12,5.357425811,0.48583305,5
CCc1cc(cn1C)OC,3.584851287,-0.909908772,3
C#Cc1cn(C)cc/c/1=c/1\ccn(C)c(c1)C(=O)C,2.229112297,0.905092395,2
C=Cc1cccn1C,3.873511021,-0.068460336,3
c1ccc(cc1)c1c(ccs1)F,4.471889401,0.516911716,4
COCCOc1cccc2c1[nH]sn2N(=O)=O,3.834137316,3.183112593,3
O(C)c1cc(c2c(n1)cccc2)c1ccccc1,4.72549345,0.748822506,4
COCCOCCOc1ccc2c(c1)ON(C(Cl)(Cl)Cl)O2,4.301669618,2.2958272,4
C1[C@@H](C(=N)O)SC[C@@H](N)S1,5.026204666,0.409097356,5
C=Cc1c(ccn1C)N,3.330890535,-0.317198866,3
CNC1=COC=C[C@H]1OC,3.533196439,-1.101752395,3
c1cc2c(cc1)C(=O)c1c(C2=O)c(ccc1C#C)C#C,5.220803214,2.262291085,5
C1[C@H]2[C@H]3C[C@@H]4[C@H]3C[C@@H]4N12,5.750631934,0.487871877,5
CNc1cscc1C#N,4.109907584,0.530900996,4
COCCOc1c2CCCCc2c(c(c1O)O)OCCOC,4.078783995,-0.441003958,4
COCCOCCOCCOc1ccc2c(c1N(=O)=O)ONO2,4.555617134,2.048679934,4
CC(C)(C)c1c(ccc(c1C(C)(C)C)OC)OC,3.599246833,0.028060361,3
c1ccc(cc1)c1ccc(N)s1,3.485696354,0.316995311,3
c12c(c3c(n1C[C@@H]1OC1)cccc3)cc(cc2)/C=N/N(c1ccccc1)C,3.529055199,0.459185671,3
C(#N)C1=CS[C](C2=[S]C(=CS2)N(=O)=O)S1,3.862350334,2.335784034,3
c1cc(c2c(c1C(=O)O)ONO2)N(=O)=O,5.022417725,2.434036249,5
C#CC1=C(N)SC=CC1,3.728440255,0.257754529,3
c1cc2c(c(c1)F)C(=O)c1c(C2=O)c(ccc1)F,5.913951151,2.305122457,5
C1[C@H]([C@H](CSC1)O)O,4.872516581,-0.379363493,4
COCCOc1cc(cc2c1ONO2)c1ccccc1,4.320557388,0.362143296,4
Cc1c/c(=c/2\ccn(C)cc2C(=O)O)/ccn1C,2.086171839,0.378695203,2
COc1cc(cs1)N,3.6021178,-0.692184046,3
Cn1ccc(=c2ccn(C)c(c2F)OCCOC)cc1,1.944256488,-0.040071412,1
CC(C)(C)C1=CS/C(=C/2\SC=C(C(Br)(Br)Br)S2)/S1,3.367163171,2.933734905,3
Cl[C@@H]1C(=O)CCCC1,5.788040568,2.2799815,5
c1ccc2c(c1)n(C(=O)O)sn2C(=O)O,4.057255496,2.285330801,4
c1(cc(ccn1)c1ccnc(c1)N)N,4.494866786,0.853047796,4
C/C(=N/c1cc(cc2c1ONO2)NC)/O,3.56127453,0.244549024,3
c1cc(c2c(c1C#N)ONO2)C(F)(F)F,5.044280262,1.394622388,5
Cn1cc(C#N)c(c1)O,4.506302231,-0.264837854,4
C=Cc1cn(C)cc/c/1=c/1\ccn(C)c(c1)F,2.074555669,-0.109758522,2
Nc1c[nH]c(=O)nc1N,5.459918001,1.815333986,5
c1cc(ccn1)c1ccnc(c1C)C(Cl)(Cl)Cl,5.850349529,2.718648072,5
c1cc2c(cc1Cl)[nH]sn2N,3.556581568,1.812950554,3
CNCN1C=C[C](C=C1)[C]1C=CN(C)C=C1NC,1.721023678,-0.323852635,1
CN(C)Cn1ccc(=c2ccn(C)cc2)cc1N(C)C,1.830180432,-0.275937742,1
c1ccc(cc1)c1cc(c[nH]1)F,4.086257411,0.064846019,4
C(S[C@@H](C(=O)OCC)F)c1ccccc1,5.166560362,1.281379117,5
COc1cncc(N)n1,4.390018023,0.368848356,4
P(Oc1ccc(cc1)Cl)(Oc1ccc(cc1)Cl)Oc1ccc(cc1)Cl,5.039505989,0.688990368,5
C([C@H]1COC(=O)N1)c1ccccc1,5.283372917,-0.451975596,5
CN[C@]1(CN(C)CCN1C)N(C)C,3.825013064,-1.376112222,3
CCc1cc(F)n(C)c1,4.141722712,-0.868246851,4
CN[N]OC1=C[C](C=CC1=O)N(=O)=O,4.206891113,2.907704816,4
COCCOCCOc1ccc(c2c1[nH]s[nH]2)OC,3.02801921,1.875224138,3
CNC1=C[C@@H](C=CO1)C#N,3.950577339,-0.318902207,3
c1ccc(cc1)n1c2cccc(c2[nH]s1)N(=O)=O,3.447978864,2.017222922,3
CCC1=CSC(=[S]1)C1=[S]C(=CS1)N(=O)=O,3.538868693,2.26240847,3
C#Cc1cc(cc2c1ONO2)C(=O)C,4.741109151,1.12336921,4
C(=O)(Sc1ccccc1)c1ccccc1,4.963370807,1.121086725,4
C/C(=N/c1cc(C(C)(C)C)sc1)/O,4.188777048,0.227722353,4
CN[C@@H]1CN(C)C[C@@H](N1C)N(=O)=O,4.314486068,1.199164726,4
CNc1c(ccs1)c1ccccc1,3.475951399,-0.027990945,3
c12n(c(C(=O)OCC)cc(=O)c1cccc2)CC,4.713409043,1.357870473,4
c1(c(c2c(cc1)nccn2)CC)C,4.946292686,1.146498007,4
CNc1c2CCCCc2c(c(c1O)O)C(Cl)(Cl)Cl,4.3670154,3.276711013,4
CC[C@@H]1CCC[C@@H]1c1ccccc1,5.066386175,-0.664923385,5
C=Cc1cc(OCCOCCOCCOC)sc1,4.102876203,0.304423859,4
c12c(cccc2)ccn1C,4.094778043,-0.353540812,4
C1CCC(SC1)(C(=O)O)C(=O)O,5.144794752,1.602970093,5
C1CCCS[C@H]1C#N,5.125935078,1.067117105,5
C#CC1=CCC(=CS1)N(C)C,3.280801667,0.461322605,3
COc1cscc1C(F)(F)F,4.686955945,0.257665126,4
C1(=C(C(=O)C=C(C1=O)C)C)C,5.694176486,2.477818742,5
C[C@H]1C[CH][C]2CN3[C@@H]1[C@@H]23,5.945464999,1.594708773,5
c1cc(ccn1)c1c(cnc(c1)CC)CC,5.282362292,0.821295692,5
CCN1Oc2cccc(C(=O)C)c2O1,4.324059675,1.00560528,4
c1ccc2c3c1c(=O)n1c(c3ccc2)nc2c1cc(c(c2)C)C,4.367114359,1.706958755,4
CCc1cn(C)cc(c1=c1ccn(C)cc1)N,1.596424335,-0.202913838,1
C#CC1=COC(=CO1)OC,3.927003246,0.453547042,3
C(=O)(O)c1cc(Cl)c(cc1)C,5.518357745,0.923890256,5
CCc1cc(C(=O)C)c2c(c1)[nH]s[nH]2,3.250809879,0.952754111,3
Cc1c(ccc2c1ONO2)OCCOCCOCCOC,4.142006205,-0.283437988,4
C(=O)(O)c1cc(C(=O)O)cc(c1)C(=O)O,6.265385823,1.433608636,6
C(SC(C)C)(C)C,4.742925601,-0.993651461,4
[C@@H]1(C[C@H](CSC1)OC)C,4.744281707,-0.851830784,4
S(=O)(=O)(O)O,7.642592812,1.801915851,7
c1ccc2c(c1)ON(Cl)O2,5.299673002,3.905249353,5
COCCOCCOc1cnc(cn1)c1ccccc1,4.730649046,0.692464315,4
C1CO[C@H]([C@@H](F)O1)O,5.786261524,-0.946851774,5
c12c3c(sc1c1c(s2)ccs1)c1c(s3)ccs1,3.823710975,0.699125656,3
c1c(c2c(cc1)ncc(n2)c1ccccc1)c1ccccc1,6.0679004,2.73784635,6
COc1cncc(c2ccccc2)n1,4.842576758,0.900372273,4
C/C(=N/[C@]1(CCc2cc(c(cc2C1)O)O)/N=C(/C)\O)/O,4.203452735,-0.501186535,4
c1c(c2c(cc1)nc(cn2)NC)NC,3.620703278,0.906364525,3
c1c2c3c4c5c1c(=O)n(c(=O)c5cc1c4c4c5c3c(cc3c5c(cc4c(c1)c1ccccc1F)c(=O)n(c3=O)C)cc2c1ccccc1F)C,4.661716929,2.202986048,4
c1csc(c1N(=O)=O)C(Cl)(Cl)Cl,5.909661595,2.835624102,5
c1c(csc1F)O,4.514837947,-0.384504793,4
C#Cc1cc(cc2c1ONO2)C(F)(F)F,4.829577251,0.854835179,4
CN(C)c1cc2c(cc1OCCOCCOCCOC)ONO2,3.42879962,-0.232457308,3
COCCOCCOc1c(ccs1)C#N,4.712569656,0.570940653,4
C/C(=N/c1c(nccn1)OCCOC)/O,4.635477952,0.606459275,4
c1c(C(Cl)(Cl)Cl)nc(cn1)C(Cl)(Cl)Cl,6.253516805,2.825210249,6
Cc1ccn(C)c1N,3.092687069,-0.62904957,3
C=CC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1CC,1.844577453,-0.192782223,1
CC(C)(C)c1cc(c(cc1OC)OCOC)C(C)(C)C,4.064377877,-0.783388382,4
C(S(=O)(=O)N)CCCCS(=O)(=O)N,6.795955712,-0.423081341,6
Fc1c(F)c(O)c(c(c1O)F)F,4.940249778,0.675972116,4
c12c(cn[nH]1)cccc2,4.771971595,0.124713733,4
Cc1cocc(F)c1=N,6.295509746,1.760813329,6
Cn1ccc(=c2ccn(cc2)COC)c(c1)N(=O)=O,2.569790877,1.387211319,2
Cn1ccc(=c2ccn(cc2Cl)CC(Cl)(Cl)Cl)cc1,2.194289546,2.268433585,2
S(=O)(=O)(N1C(=O)CCCC1)c1ccc(cc1)C,5.413022144,1.554490433,5
CC1=C(C)SC=CC1,3.847076551,-0.518764822,3
C=CC1=COC=C[C@H]1F,4.739745137,0.224937717,4
CN(C)c1cc(cs1)OCCOCCOCCOC,3.320705477,-0.683036036,3
CNC1=C(CC=CS1)F,3.670176254,0.26250541,3
C=C[C@@H]1C=CSC(=C1)C#C,4.356670911,0.577894857,4
c1(c2c(nc3c1cccc3)cccc2)c1ccccc1,4.382153444,1.325001635,4
CC(C)(C)c1c(Cl)nccn1,5.650029575,0.829104641,5
CC(C)(C)c1cc(c(c(c1)OC)OCCOC)C(C)(C)C,4.294477859,-0.70897943,4
c1(c(c2c(cc1)nccn2)C)NC,3.988567228,1.114262542,3
CC1=CCC=C1O,4.262990837,-0.672746757,4
c12c(n(c3c(n1C)cccc3)C)cccc2,3.00928015,-0.660098619,3
O=c1c2c(oc(c1)c1cc(O)c(cc1)O)cc(cc2O)O,4.572013125,1.204181445,4
C(C(C)(C)C)C(C)(C)S,5.099739065,-0.667919253,5
C(N)CC,4.754840217,-0.838275052,4
Cc1cc2c(cc1C(F)(F)F)ONO2,4.619545461,0.376530118,4
C(C#N)(C#N)[C@H]1c2c(OC(=C1C#N)N)cccc2,4.870351271,0.42422107,4
C1CC(Cc2cc(c(cc12)O)O)(C#N)C#N,4.416218186,0.639648018,4
CC1=C(F)S[C](C2=[S]C=CS2)S1,3.289506507,0.956963189,3
CC1=C(OC)OC=CC1,3.808709249,-0.872161451,3
c1cc2c3c4c1c(=O)n(c(=O)c4ccc3c1c3c(cccc23)c(cc1)Nc1cc(c(c(c1)OC)OC)OC)C,3.665451689,1.903546331,3
c1ccc(cc1)c1ccc(O)s1,3.948625945,0.374175509,3
CNCn1ccc(=c2ccn(C)cc2)cc1O,1.842168497,-0.493351597,1
CCc1cccc2c1n(C(Cl)(Cl)Cl)s[nH]2,4.024397614,4.459612751,4
Oc1c(O)cc([nH]1)C=O,5.489265453,1.954399337,5
Cc1cc(cc2c1ONO2)F,4.431850593,0.011124575,4
C(=O)(OC(C)C)c1ccccc1,5.73014147,0.686706925,5
C1C=C(C(=O)O)SC=C1C(=N)O,4.823619585,1.089734263,4
C[N]C1=N[CH]C(=NO1)N,6.228092716,3.15292935,6
C=Cn1c2cccc(c2[nH]s1)C(F)(F)F,3.54727534,2.399691371,3
c1(c(cccc1)C)C(=O)C,5.429103402,0.849219027,5
O=C1N2[C@@H]3[C@]4(c5c2cccc5)[C@H]2N(CC4)CC4=CCO[C@@H](C1)[C@@H]3[C@H]4C2,4.091469278,-0.440261223,4
P(=O)(Cl)(N1C(=O)OCC1)N1C(=O)OCC1,6.244517347,1.938936589,6
CCn1c2ccc(cc2[nH]s1)C(F)(F)F,3.37258766,2.082563335,3
COCCOc1cc(cs1)C(F)(F)F,4.565542391,0.237984302,4
CC[C@@H]1[C@H](N)SCCS1,4.697577571,-0.960296614,4
Oc1c2c(ccc1N(=O)=O)cccc2,4.771381084,1.866678232,4
CN1C=C/C(=c\2/ccn(C)cc2O)/[C]([CH]1)N(=O)=O,2.234587284,1.367405521,2
COCCOc1cc2c(cc1N)[nH]s[nH]2,3.21708068,-0.250140803,3
Cn1cc/c(=c\2/ccn(C)cc2OCCOC)/c(c1)N(=O)=O,2.271101674,1.231155855,2
O=c1c2c(c3c(o1)cccc3)oc1c2cccc1,4.767418714,1.108652268,4
c1c(c(cc2c1ONO2)C(F)(F)F)C(Cl)(Cl)Cl,4.956390542,3.295041031,4
CN1CCN(C)[C@H]([C@H]1C#N)OC,4.282211096,-0.432921944,4
c1ccc(cc1)C1=C(C(=N)O)OC=CC1,4.524259837,0.948873501,4
N1(CCCC1)SC,3.628454999,0.700468302,3
c1cc2c(c(c1C(=O)O)C(Cl)(Cl)Cl)ONO2,4.827226171,2.81270951,4
C/C(=N/c1cn(C)ccc1=c1ccn(C)cc1)/O,1.866827799,-0.187645264,1
CN(C)C1=CCC=C(c2ccccc2)S1,3.505361319,0.292445421,3
Cn1c2c(c(=S)sc1=S)cccc2,4.874477659,2.029080644,4
C#Cc1c(NC)nccn1,4.502313173,0.956048794,4
CCC1=CSC=C(O)S1,3.765691994,-0.238020241,3
CC(C)(C)c1cc(cs1)C(F)(F)F,5.095369306,0.165590578,5
CN[C@H]1[C@@H](C(=N)O)OCCO1,4.902979231,-0.811547058,4
C=Cn1c2cccc(c2[nH]s1)OC,3.326206833,2.254180814,3
CN(C)c1ccc2c(c1)n(C(=O)O)s[nH]2,3.328376592,2.99170146,3
c1ccc(cc1)[C@@H]1C=COC(=C1)N,3.872771157,-0.467892367,3
COc1ccc2c(c1)ON(Cl)O2,4.878343553,3.853423205,4
C1=C(C(=O)O)OC(=CO1)O,4.350010604,0.865914145,4
C1C[C@H](C[C@@H]1C(=N)O)N(=O)=O,6.168554289,1.522619445,6
Oc1c[nH]c(C=O)c1O,6.024578197,2.012541003,6
COc1c(nccn1)OC,4.783200786,0.341810654,4
C1[C@H]([C@H](CSC1)C)C#N,4.892837634,-0.58365163,4
COCCOCCOCCOc1c(ccc2c1ONO2)C(F)(F)F,4.683895943,0.224025711,4
CNc1cc(n(C)c1)N(=O)=O,3.853859585,1.594029055,3
C=CC1=COC(=CC1)N(=O)=O,4.559758908,2.070541775,4
Oc1cc(F)cc(=N)[nH]1,5.507665147,1.081509498,5
C=Cc1ccc(c2c1ONO2)OCCOCCOCCOC,4.41448327,0.431346221,4
C/N=c/1\cc[nH]cc1F,5.392414826,0.882216491,5
c1cc2c(cc1C(Cl)(Cl)Cl)[nH]sn2C(Br)(Br)Br,3.946653898,4.367293647,3
C/C(=N/c1c(Cl)nccn1)/O,5.051799692,0.889724222,5
C1(=O)C(=C(C)C)CC[C@H](C1)C,4.966787016,0.627662116,4
COCCOCCOC1=C(C#N)S[C](C2=[S]C=CS2)S1,3.438708182,1.119045419,3
C[C@@](O)(C#N)C(=O)C=O,7.447546849,4.166701527,7
CN(C)c1ccc2c(c1)[nH]sn2c1ccccc1,2.950819044,2.252694708,2
c1csc(c1N(=O)=O)C(=O)O,5.883942168,2.337129983,5
c1c[nH]c(c1N(=O)=O)N(=O)=O,5.990207435,2.627962051,5
c1c2c3c4c5c1c(=O)n(c(=O)c5cc1c4c4c5c3c(cc3c5c(cc4c(c1)c1cc(ccc1F)F)c(=O)n(c3=O)C)cc2c1cc(ccc1F)F)C,4.726587723,2.245718087,4
Cn1ccc(=c2ccn(cc2)CC(F)(F)F)c(c1)Cl,2.146801488,-0.001472967,2
c1c(c2c(c(c1)OC)nccn2)OC,4.102213143,1.290684056,4
c1cc2c(cc1Cl)ON(N(=O)=O)O2,4.519451417,3.302087024,4
C1(=O)NCCCCC1,5.525585263,-0.796843023,5
C=Cc1cncc(C#N)n1,5.633361432,1.561458563,5
c1c(C(Br)(Br)Br)ncc(C(Cl)(Cl)Cl)n1,6.04727365,2.98924209,6
CC(=O)c1cn(C)cc/c/1=c\1/ccn(C)c(c1)N,1.990649851,0.426111635,1
C1CS[C@H]([C@@H](F)S1)F,5.429298717,0.288218813,5
c1ccc(cc1)c1cc2c(cc1F)ONO2,4.400830401,0.394099075,4
CN(C)[C@@H]1CN(C)[C@@H](CN1C)O,3.881127362,-1.021639131,3
c1(c([nH]nc1C)C)N(=O)=O,5.773841768,1.587493752,5
CN(C)c1ccc2c(c1Cl)ONO2,3.880061922,1.356930768,3
C(=C\C)/C(C)C,5.085722631,-1.005246471,5
CCc1cc(C)n(C)c1,3.872657277,-0.933108379,3
Cn1ccc(=c2ccn(CC#N)cc2N(=O)=O)cc1,2.586770397,1.511501529,2
CC[C@H]1CCCC[C@H]1N(=O)=O,6.682405543,1.296037091,6
O[C@H]1CC(=O)O[C@H]1C#N,7.921300599,1.231886442,7
CN(C)c1c[nH]cc1F,3.399364345,-1.071125364,3
CCC1=C[C@@H](C=CS1)C(=N)O,4.51309299,-0.033959874,4
Cn1cc/c(=c\2/ccn(C)cc2F)/c(c1)F,2.051663752,0.019674131,2
C#C[C@@H]1C=CSC(=C1)O,4.375323258,-0.259597268,4
c1cc(c2c(c1C(F)(F)F)ONO2)N,4.427530309,0.213900641,4
CNc1cc(=c2ccn(cc2)CC(=O)O)ccn1C,1.661930155,0.144017341,1
c1(cc2c(cc1)C(=O)c1c(C2=O)cccc1)c1ccccc1,5.045276005,2.191628041,5
C1=CSC(=C[C@@H]1C(=O)O)F,4.801604689,0.503377285,4
Cc1cc[nH]c1N,3.154540933,-0.620529689,3
CC(C)(C)c1c(ccc2c1ONO2)NC,3.590569125,-0.25750755,3
CO[C@@H]1C=COC=C1OC,4.237079025,-0.818261343,4
Cc1cc(c2c(c1)ONO2)O,4.319453343,-0.138212182,4
Cn1ccc(=c2ccn(cc2)CC(Cl)(Cl)Cl)cc1C(Cl)(Cl)Cl,2.36047882,3.427060453,2
C1CS[C@@](CS1)(C(=N)O)C(=O)O,5.297855958,1.5225426,5
C=CC1=C(/N=C(/C)\O)S[C](C2=[S]C=CS2)S1,3.138494582,0.773526619,3
C#C[C@@H]1CSC[C@H](c2ccccc2)S1,5.038618448,0.833488686,5
c1ccc(cc1)c1cc(C#N)cs1,4.709043969,0.834560594,4
C/C(=N/c1cccc2c1ON(C(=O)C)O2)/O,4.423685406,0.441562803,4
CC(=O)c1c(F)nccn1,5.894291517,1.735159279,5
Clc1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,5.677010924,1.37683863,5
CCc1ccc(CC)c2c1[nH]s[nH]2,3.380269134,1.740275762,3
OC(=O)CC,6.661624128,-0.085101689,6
C#CC1=CC=C[C@@H]1C#N,4.846582524,1.022437118,4
CC(C)(C)c1ccc2c(c1OCCOCCOC)ONO2,4.374048555,-0.179810143,4
