smiles,IE
CC1=CCC=C(F)S1,4.281323462
C([C@@](CC=C)(C)O)C(C)C,4.916313731
C=Cc1cnc(cn1)NC,4.141471518
CNC1(CCCc2cc(c(cc12)O)O)NC,4.059383557
c1c(csc1C(Br)(Br)Br)C(=O)O,5.494856865
[C@@H]1(C[C@H](CSC1)C#C)C#C,4.953906347
c1(NCC(=O)O)ccccc1,4.015482024
c1cc(ccn1)c1c(cnc(c1)C)F,5.649697144
P(c1ccccc1)(c1ccccc1)c1ccccc1,4.102840632
c1ccc(cc1)C1(CCCC1)N(=O)=O,5.496334487
Cn1cc(cc1N)N(=O)=O,3.951833749
CC(C)(C)c1ccc2c(c1)[nH]sn2C(=O)O,3.673860295
CO[C@@]1(C#N)COCCO1,5.957856889
CN(C)c1ccc(c2c1ONO2)C(=O)O,4.1071168
C1(N=NC(CC1)(C)C)(C)C,4.113042648
COCCOCCOc1c(ccc2c1[nH]s[nH]2)c1ccccc1,3.504329643
C(CCO)n1c2c(nn1)cccc2,5.196561857
C#C[C@@H]1CN(C)[C@H](C#N)CN1C,4.4903847
c12c(cccc2)ncn1C,4.841320817
CCC1=C(N(C)C)SC=CC1,3.557483157
CC(C)(C)c1cc(cc2c1ONO2)N(=O)=O,4.823654397
C1(=CC(=O)C=CC1=O)c1ccccc1,5.332271056
CN1C[C@@H]([C]([NH])O)N(C)C[C@H]1c1ccccc1,4.49593216
OC[C@]1(COC1=O)C#N,8.065313982
Cc1ccc2c(c1NC)ONO2,3.95744589
COCCOc1ccc2c(c1C#N)ONO2,4.425788343
C=C[C@@H]1C=COC=C1C#N,5.068595549
COCCOc1ccc(O)s1,3.769865986
CC[C@@H]1CCC[C@@H]1OC,5.545799889
c1ccc(cc1)C1=CS/C(=C\2/SC=C(O)S2)/S1,3.202713565
CC(C)(C)c1c(Cl)nccn1,5.650029575
c1(cc(ccn1)c1ccncc1)O,5.374989666
c1cc(C#N)c2c(c1)n(N)s[nH]2,3.680374159
c1ccc(cc1)C1=C(O)OC=CO1,3.780377729
C=Cc1cn(C)cc(C#N)c1=c1ccn(C)cc1,2.376519239
Cc1cc(F)ncc1O,6.461676891
